binary_classification_test_loss_history,binary_classification_train_loss_history,binary_classification_val_loss_history,spatial_difference_test_loss_history,spatial_difference_train_loss_history,spatial_difference_val_loss_history,total_test_loss_history,total_train_loss_history,total_val_loss_history
0.6924210481154613,0.7664549598276941,0.6925234718200488,18.565419025910206,19.310432694648785,18.567379193428234,19.257840034289238,20.0768876206028,19.25990280738244
0.6957878821935409,0.7623220997267082,0.6963858474523593,17.93600446749956,18.589680223517078,17.93587806897286,18.631792361919697,19.352002310622584,18.632263966095753
0.6938172614472544,0.7649474297607749,0.6953417011815258,17.446478754027275,18.0005159117485,17.444993108765694,18.140295990511902,18.765463330489474,18.14033485477806
0.6960627834002177,0.7592336686501087,0.7009202748154982,17.054578695541775,17.530652722374338,17.051891021239452,17.75064146824372,18.28988637559401,17.752811309618828
0.6988007968817002,0.7545704262178452,0.7109424907427567,16.72761642749493,17.145231234441038,16.723878659957496,17.426417213831193,17.899801637826723,17.43482117775159
0.7003522556052248,0.7469505284164772,0.7176961337144558,16.44685466472919,16.81937897965339,16.442532319288986,17.147206905560616,17.56632947748042,17.16022848471617
0.6968676180411608,0.742775576152809,0.7168619960218996,16.201982568035195,16.538268112373203,16.197002582060986,16.898850175487254,17.28104366537745,16.913864607339377
0.7044204380840827,0.7345410953046846,0.7251927133363026,15.986659477918575,16.292444191995216,15.980781683555016,16.691079906928234,17.026985263563898,16.7059744199117
0.7052121660818061,0.7248188422604915,0.7268978026178148,15.795846020733869,16.07575725249688,15.789245974983585,16.501058176372126,16.800576070474,16.51614380969621
0.7002155537788685,0.7151601411280085,0.7230174458943881,15.625872528858674,15.88358211517334,15.618787591885297,16.326088071480775,16.598742234902303,16.34180505459125
0.6960806388121384,0.7043987928607011,0.718561933174,15.474089615828508,15.712375775416337,15.466581240122691,16.170170243803437,16.41677454698755,16.185143186217978
0.6967530531378893,0.6952684504032569,0.7181960134169995,15.33802419442397,15.55926302612805,15.330127279982607,16.034777235781025,16.25453145777593,16.048323307281887
0.6986566729681967,0.6852114215123648,0.7189901938452523,15.215560894275793,15.421697476271973,15.20733984358447,15.914217555781558,16.106908878793032,15.926330051008296
0.6957127509754656,0.6746040857996818,0.7170347693093094,15.104867122985505,15.297713536568493,15.096431319966857,15.800579858786893,15.972317605163788,15.813466101775676
0.6982753080180567,0.6634555602442805,0.7185268021037436,15.004441452026366,15.185488496929787,14.99590281462058,15.702716745881952,15.848944041073214,15.71442963363778
0.6967804732804115,0.6534481852778483,0.7159013891449342,14.912996675723639,15.083573080802875,14.90443284694965,15.609777137255056,15.737021253082922,15.620334255389679
0.6956068912512576,0.643341738209775,0.7146932416192366,14.829622598075579,14.990659495788693,14.820959272427796,15.525229474178447,15.63400122177482,15.535652527442345
0.7022689378414398,0.6348082901096808,0.7202236643034509,14.753284269588285,14.905709079633573,14.744530736211358,15.455553192019122,15.540517357963465,15.464754410279102
0.7020299517110935,0.6260666127927625,0.719215570754207,14.683145469016875,14.827765074755428,14.674324625095053,15.385175407656774,15.453831676782668,15.393540206064902
0.6999581947158544,0.6171662631663468,0.7173074316519957,14.61846223733364,14.756021781827583,14.609624242782592,15.318420417492206,15.373188034172266,15.326931683222453
0.7030806691728086,0.6090024692175322,0.7205532265961243,14.558658759381453,14.689782122538297,14.549816731277112,15.261739411779084,15.298784580573171,15.27036996871706
0.7017553271877738,0.6020832232616461,0.7194637130329381,14.503240197410673,14.628415559928808,14.494384785632153,15.204995505459658,15.230498773685689,15.213848508599199
0.702358139797198,0.5955212691966528,0.7204427486545133,14.451740428622617,14.571461767956604,14.442866887801733,15.154098551143106,15.166983027559018,15.163309644828805
0.7002750737353777,0.5893516051693258,0.7188749337552959,14.403747195871468,14.518455900564003,14.39487488860758,15.10402225327288,15.107807496423495,15.11374983115074
0.7007121418378291,0.5825587265804165,0.7196439662346473,14.358900494697766,14.469006675761905,14.3500624025785,15.059612622383312,15.051565392290959,15.069706377860827
0.7003949495579834,0.5767230651066954,0.7195693835821848,14.316942922227247,14.42277025023946,14.308129658595579,15.017337857383714,14.999493305299302,15.027699049172787
0.6988062594238057,0.5706145722442396,0.718244193003275,14.277595699342907,14.379446715050152,14.26881227737818,14.976401946709933,14.950061276769185,14.987056479494797
0.6982004674144717,0.5656214717842469,0.717455315666321,14.240623820832361,14.33877897299797,14.231879314660153,14.93882427460108,14.904400434836477,14.949334639769335
0.6989119560396008,0.5604250693508791,0.7175995753098124,14.205825318286736,14.300529878018647,14.19712040932383,14.904737260044412,14.86095493734276,14.91471999646498
0.6980519229020827,0.5551639330001694,0.7166192460009175,14.173020858438607,14.264490874868924,14.164354889209454,14.871072767534827,14.819654798247123,14.880974146036001
0.6971552008632,0.551097853989507,0.7157329935688338,14.142030387796382,14.230478068875737,14.13341717290129,14.839185575101867,14.78157591336454,14.849150178844619
0.7005769029641763,0.5471156277449527,0.7188879513683227,14.112724531919529,14.198335552476143,14.104161873841898,14.81330142265711,14.745451171052911,14.823049837198013
0.7004073701492093,0.5430838221483306,0.7181138275155006,14.084972746166594,14.16791178363308,14.076459331853314,14.78538010337136,14.710995596279114,14.794573170321804
0.7001692107674943,0.538854004720023,0.7178264675187129,14.058634596173041,14.139068015707684,14.0501958248662,14.758803794107106,14.677922011877861,14.76802230348774
