roi_ID,R,G,B,Schaeffer_Yeon_labels,halfpipe_labels,Schaeffer_Yeon_17_networks,halfpipe_17_networks
359,0.98431,0.99608,0.013148785294117647,17Networks_RH_DefaultA_IPL_1,17Networks_RH_DefaultA_IPL_1,DefaultA,DefaultA
360,0.98431,0.99608,0.013148785294117647,17Networks_RH_DefaultA_IPL_2,17Networks_RH_DefaultA_IPL_2,DefaultA,DefaultA
361,0.98431,1.0,0.013148785294117647,17Networks_RH_DefaultA_PFCd_1,17Networks_RH_DefaultA_PFCd_1,DefaultA,DefaultA
362,0.98431,1.0,0.013148785294117647,17Networks_RH_DefaultA_PFCd_2,17Networks_RH_DefaultA_PFCd_2,DefaultA,DefaultA
363,0.98431,0.99216,0.013148785294117647,17Networks_RH_DefaultA_pCunPCC_1,17Networks_RH_DefaultA_PCC_1,DefaultA,DefaultA
364,0.98431,0.99216,0.013148785294117647,17Networks_RH_DefaultA_pCunPCC_2,17Networks_RH_DefaultA_PCC_2,DefaultA,DefaultA
365,0.98431,0.99216,0.013148785294117647,17Networks_RH_DefaultA_pCunPCC_3,17Networks_RH_DefaultA_PCC_3,DefaultA,DefaultA
366,0.98431,0.99216,0.013148785294117647,17Networks_RH_DefaultA_pCunPCC_4,17Networks_RH_DefaultA_PCC_4,DefaultA,DefaultA
367,0.98431,0.99216,0.013148785294117647,17Networks_RH_DefaultA_pCunPCC_5,17Networks_RH_DefaultA_PCC_5,DefaultA,DefaultA
368,0.97647,1.0,0.013148785294117647,17Networks_RH_DefaultA_PFCm_1,17Networks_RH_DefaultA_PFCm_1,DefaultA,DefaultA
369,0.97647,1.0,0.013148785294117647,17Networks_RH_DefaultA_PFCm_2,17Networks_RH_DefaultA_PFCm_2,DefaultA,DefaultA
370,0.97647,1.0,0.013148785294117647,17Networks_RH_DefaultA_PFCm_3,17Networks_RH_DefaultA_PFCm_3,DefaultA,DefaultA
371,0.97647,1.0,0.013148785294117647,17Networks_RH_DefaultA_PFCm_4,17Networks_RH_DefaultA_PFCm_4,DefaultA,DefaultA
372,0.97647,1.0,0.013148785294117647,17Networks_RH_DefaultA_PFCm_5,17Networks_RH_DefaultA_PFCm_5,DefaultA,DefaultA
373,0.97647,1.0,0.013148785294117647,17Networks_RH_DefaultA_PFCm_6,17Networks_RH_DefaultA_PFCm_6,DefaultA,DefaultA
374,0.82353,0.24314,0.316421875,17Networks_RH_DefaultB_Temp_1,17Networks_RH_DefaultB_Temp_1,DefaultB,DefaultB
375,0.82353,0.24314,0.316421875,17Networks_RH_DefaultB_Temp_2,17Networks_RH_DefaultB_Temp_2,DefaultB,DefaultB
376,0.82353,0.24706,0.316421875,17Networks_RH_DefaultB_AntTemp_1,17Networks_RH_DefaultB_AntTemp_1,DefaultB,DefaultB
377,0.82353,0.24706,0.316421875,17Networks_RH_DefaultB_PFCd_1,17Networks_RH_DefaultB_PFCd_1,DefaultB,DefaultB
378,0.82353,0.24706,0.316421875,17Networks_RH_DefaultB_PFCd_2,17Networks_RH_DefaultB_PFCd_2,DefaultB,DefaultB
379,0.82353,0.24706,0.316421875,17Networks_RH_DefaultB_PFCd_3,17Networks_RH_DefaultB_PFCd_3,DefaultB,DefaultB
380,0.82353,0.24706,0.316421875,17Networks_RH_DefaultB_PFCd_4,17Networks_RH_DefaultB_PFCd_4,DefaultB,DefaultB
381,0.82353,0.24706,0.316421875,17Networks_RH_DefaultB_PFCd_5,17Networks_RH_DefaultB_PFCd_5,DefaultB,DefaultB
382,0.81961,0.24314,0.316421875,17Networks_RH_DefaultB_PFCv_1,17Networks_RH_DefaultB_PFCv_1,DefaultB,DefaultB
383,0.81961,0.24314,0.316421875,17Networks_RH_DefaultB_PFCv_2,17Networks_RH_DefaultB_PFCv_2,DefaultB,DefaultB
384,0.81961,0.24314,0.316421875,17Networks_RH_DefaultB_PFCv_3,17Networks_RH_DefaultB_PFCv_3,DefaultB,DefaultB
385,0.015686,0.0039216,0.5191576923076924,17Networks_RH_DefaultC_IPL_1,17Networks_RH_DefaultC_IPL_1,DefaultC,DefaultC
386,0.015686,0.0039216,0.5191576923076924,17Networks_RH_DefaultC_IPL_2,17Networks_RH_DefaultC_IPL_2,DefaultC,DefaultC
387,0.019608,0.0,0.5191576923076924,17Networks_RH_DefaultC_Rsp_1,17Networks_RH_DefaultC_Rsp_1,DefaultC,DefaultC
388,0.019608,0.0,0.5191576923076924,17Networks_RH_DefaultC_Rsp_2,17Networks_RH_DefaultC_Rsp_2,DefaultC,DefaultC
389,0.019608,0.0,0.5191576923076924,17Networks_RH_DefaultC_PHC_1,17Networks_RH_DefaultC_PHC_1,DefaultC,DefaultC
390,0.019608,0.0,0.5191576923076924,17Networks_RH_DefaultC_PHC_2,17Networks_RH_DefaultC_PHC_2,DefaultC,DefaultC
391,0.062745,0.18824,0.987010625,17Networks_RH_TempPar_1,17Networks_RH_TempPar_1,TempPar,TempPar
392,0.062745,0.18824,0.987010625,17Networks_RH_TempPar_2,17Networks_RH_TempPar_2,TempPar,TempPar
393,0.062745,0.18824,0.987010625,17Networks_RH_TempPar_3,17Networks_RH_TempPar_3,TempPar,TempPar
394,0.062745,0.18824,0.987010625,17Networks_RH_TempPar_4,17Networks_RH_TempPar_4,TempPar,TempPar
395,0.05098,0.16078,0.987010625,17Networks_RH_TempPar_5,17Networks_RH_TempPar_5,TempPar,TempPar
396,0.05098,0.16078,0.987010625,17Networks_RH_TempPar_6,17Networks_RH_TempPar_6,TempPar,TempPar
397,0.05098,0.16078,0.987010625,17Networks_RH_TempPar_7,17Networks_RH_TempPar_7,TempPar,TempPar
398,0.05098,0.16078,0.987010625,17Networks_RH_TempPar_8,17Networks_RH_TempPar_8,TempPar,TempPar
399,0.05098,0.16078,0.987010625,17Networks_RH_TempPar_9,17Networks_RH_TempPar_9,TempPar,TempPar
400,0.05098,0.16471,0.987010625,17Networks_RH_TempPar_10,17Networks_RH_TempPar_10,TempPar,TempPar
401,0.59765625,0.99609375,0.99609375,FreeSurfer_Left-Thalamus,FreeSurfer_Left-Thalamus,Sub-Cortical,Sub-Cortical
402,0.59765625,0.99609375,0.99609375,FreeSurfer_Left-Caudate,FreeSurfer_Left-Caudate,Sub-Cortical,Sub-Cortical
403,0.59765625,0.99609375,0.99609375,FreeSurfer_Left-Putamen,FreeSurfer_Left-Putamen,Sub-Cortical,Sub-Cortical
404,0.59765625,0.99609375,0.99609375,FreeSurfer_Left-Pallidum,FreeSurfer_Left-Pallidum,Sub-Cortical,Sub-Cortical
405,0.59765625,0.99609375,0.99609375,FreeSurfer_Brain-Stem,FreeSurfer_Brain-Stem,Sub-Cortical,Sub-Cortical
406,0.59765625,0.99609375,0.99609375,FreeSurfer_Left-Hippocampus,FreeSurfer_Left-Hippocampus,Sub-Cortical,Sub-Cortical
407,0.59765625,0.99609375,0.99609375,FreeSurfer_Left-Amygdala,FreeSurfer_Left-Amygdala,Sub-Cortical,Sub-Cortical
408,0.59765625,0.99609375,0.99609375,FreeSurfer_Left-Accumbens-area,FreeSurfer_Left-Accumbens-area,Sub-Cortical,Sub-Cortical
409,0.59765625,0.99609375,0.99609375,FreeSurfer_Left-VentralDC,FreeSurfer_Left-VentralDC,Sub-Cortical,Sub-Cortical
410,0.59765625,0.99609375,0.99609375,FreeSurfer_Right-Thalamus,FreeSurfer_Right-Thalamus,Sub-Cortical,Sub-Cortical
411,0.59765625,0.99609375,0.99609375,FreeSurfer_Right-Caudate,FreeSurfer_Right-Caudate,Sub-Cortical,Sub-Cortical
412,0.59765625,0.99609375,0.99609375,FreeSurfer_Right-Putamen,FreeSurfer_Right-Putamen,Sub-Cortical,Sub-Cortical
413,0.59765625,0.99609375,0.99609375,FreeSurfer_Right-Pallidum,FreeSurfer_Right-Pallidum,Sub-Cortical,Sub-Cortical
414,0.59765625,0.99609375,0.99609375,FreeSurfer_Right-Hippocampus,FreeSurfer_Right-Hippocampus,Sub-Cortical,Sub-Cortical
415,0.59765625,0.99609375,0.99609375,FreeSurfer_Right-Amygdala,FreeSurfer_Right-Amygdala,Sub-Cortical,Sub-Cortical
416,0.59765625,0.99609375,0.99609375,FreeSurfer_Right-Accumbens-area,FreeSurfer_Right-Accumbens-area,Sub-Cortical,Sub-Cortical
417,0.59765625,0.99609375,0.99609375,FreeSurfer_Right-VentralDC,FreeSurfer_Right-VentralDC,Sub-Cortical,Sub-Cortical
418,0.390625,0.1953125,0.0,Buckner2011_17Networks_1,Buckner2011_17Networks_1,Cerebellum,Cerebellum
419,0.390625,0.1953125,0.0,Buckner2011_17Networks_2,Buckner2011_17Networks_2,Cerebellum,Cerebellum
420,0.390625,0.1953125,0.0,Buckner2011_17Networks_3,Buckner2011_17Networks_3,Cerebellum,Cerebellum
421,0.390625,0.1953125,0.0,Buckner2011_17Networks_4,Buckner2011_17Networks_4,Cerebellum,Cerebellum
422,0.390625,0.1953125,0.0,Buckner2011_17Networks_5,Buckner2011_17Networks_5,Cerebellum,Cerebellum
423,0.390625,0.1953125,0.0,Buckner2011_17Networks_6,Buckner2011_17Networks_6,Cerebellum,Cerebellum
424,0.390625,0.1953125,0.0,Buckner2011_17Networks_7,Buckner2011_17Networks_7,Cerebellum,Cerebellum
425,0.390625,0.1953125,0.0,Buckner2011_17Networks_8,Buckner2011_17Networks_8,Cerebellum,Cerebellum
426,0.390625,0.1953125,0.0,Buckner2011_17Networks_9,Buckner2011_17Networks_9,Cerebellum,Cerebellum
427,0.390625,0.1953125,0.0,Buckner2011_17Networks_10,Buckner2011_17Networks_10,Cerebellum,Cerebellum
428,0.390625,0.1953125,0.0,Buckner2011_17Networks_11,Buckner2011_17Networks_11,Cerebellum,Cerebellum
429,0.390625,0.1953125,0.0,Buckner2011_17Networks_12,Buckner2011_17Networks_12,Cerebellum,Cerebellum
430,0.390625,0.1953125,0.0,Buckner2011_17Networks_13,Buckner2011_17Networks_13,Cerebellum,Cerebellum
431,0.390625,0.1953125,0.0,Buckner2011_17Networks_14,Buckner2011_17Networks_14,Cerebellum,Cerebellum
432,0.390625,0.1953125,0.0,Buckner2011_17Networks_15,Buckner2011_17Networks_15,Cerebellum,Cerebellum
433,0.390625,0.1953125,0.0,Buckner2011_17Networks_16,Buckner2011_17Networks_16,Cerebellum,Cerebellum
434,0.390625,0.1953125,0.0,Buckner2011_17Networks_17,Buckner2011_17Networks_17,Cerebellum,Cerebellum
435,0.59765625,0.99609375,0.99609375,lamygdala,lamygdala,Sub-Cortical,Sub-Cortical
436,0.59765625,0.99609375,0.99609375,lventralstriatum,lventralstriatum,Sub-Cortical,Sub-Cortical
437,0.59765625,0.99609375,0.99609375,ramygdala,ramygdala,Sub-Cortical,Sub-Cortical
438,0.59765625,0.99609375,0.99609375,rventralstriatum,rventralstriatum,Sub-Cortical,Sub-Cortical
